ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Initial Solar Reflectance,Solar Reflectance after 3 years,Initial Emissivity,Low Slope?,Steep Slope?,Roof Cleaned Prior to 3rd Year Test,Warranty Period (yrs),Date Available On Market,Date Qualified,Markets,CB Model Identifier
2253205,ACI Buildings Systems,ACI 2000,Hawaiian Blue (WXL0027L),Hawaiian Blue (WXL0027L),,Metal,0.25,0.25,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Hawaiian Blue (WXL0027L)_11232015234036_2036671
2253206,ACI Buildings Systems,ACI 2000,Koko Brown (WXB1008L),Koko Brown (WXB1008L),,Metal,0.32,0.32,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Koko Brown (WXB1008L)_11232015234502_2302085
2253207,ACI Buildings Systems,ACI 2000,Light Stone (WXD0038L),Light Stone (WXD0038L),,Metal,0.55,0.55,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Light Stone (WXD0038L)_11232015234744_2464379
2253208,ACI Buildings Systems,ACI 2000,Polar White (WXW0049L),Polar White (WXW0049L),,Metal,0.55,0.55,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Polar White (WXW0049L)_11232015235101_2661729
2253209,ACI Buildings Systems,ACI 2000,Sahara Tan (WXD0046L),Sahara Tan (WXD0046L),,Metal,0.45,0.45,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Sahara Tan (WXD0046L)_11232015235404_2844580
2253210,ACI Buildings Systems,ACI 3000,Snow White (431R593),Snow White (431R593),,Metal,0.55,0.55,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Snow White (431R593)_11232015235648_3008144
2253211,ACI Buildings Systems,ACI 3000,Scarlet Red (384A534),Scarlet Red (384A534),,Metal,0.35,0.35,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Scarlet Red (384A534)_11232015235949_3189647
2253233,ACI Buildings Systems,ACI 3000,Copper Metalic (439RZ1800M),Copper Metalic (439RZ1800M),,Metal,0.35,0.35,0.75,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Copper Metalic (439RZ1800M)_11232015233152_1512969
2253235,ACI Buildings Systems,ACI 3000,Almond (433R593),Almond (433R593),,Metal,0.55,0.55,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1105798_ACI BUILDING SYSTEMS INC (24657) | Almond (433R593)_09052012155146_0306026
2253236,ACI Buildings Systems,ACI 3000,Almond (433R593),Almond (433R593),,Metal,0.55,0.55,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Almond (433R593)_11242015180428_8268641
2253237,ACI Buildings Systems,ACI 3000,Brownstone (433R600),Brownstone (433R600),,Metal,0.45,0.45,0.83,No,Yes,No,20,09/23/2009,11/23/2015,United States,ES_1091576_Brownstone (433R600)_11242015180838_8518211
2295990,"Acrymax Technologies, Inc.",Acrymax AF-130,AF-130,AF-130,,Coating,0.83,0.75,0.91,Yes,Yes,No,10,01/01/2000,03/22/2017,United States,ES_1020724_AF-130_05112017000000_6159331
2251471,"Advanced Coating Systems, Inc.",Energy Seal Coatings,Acu-Flex:100,Acu-Flex:100,,Coating,0.87,0.7,0.89,Yes,Yes,No,10,08/03/2013,11/26/2014,United States,ES_27982_Acu-Flex:100_10292015000000_3082536
2295996,"Advanced Coating Systems, Inc.",Energy Seal Coatings,Acu-Shield ES-SH1-05T,Acu-Shield ES-SH1-05T,,Coating,0.89,0.81,0.89,Yes,Yes,No,"10,15,20",08/19/1998,03/31/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_27982_Acu-Shield ES-SH1-05T_05112017000000_3206684
2295997,"Advanced Coating Systems, Inc.",Energy Seal Coatings,Acu-Shield: Ceramic ES-SHC-05T,Acu-Shield: Ceramic ES-SHC-05T,,Coating,0.86,0.78,0.89,Yes,Yes,No,10,08/19/1998,03/31/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_27982_Acu-Shield: Ceramic ES-SHC-05T_05112017000000_5106291
2295998,"Advanced Coating Systems, Inc.",Energy Seal Coatings,Kool-Roof KR-KR1-05T,Kool-Roof KR-KR1-05T,,Coating,0.86,0.78,0.89,Yes,Yes,No,7,08/20/1998,03/31/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_27982_Kool-Roof KR-KR1-05T_05112017000000_8251518
2295944,AEP-SPAN,Dura Tech® mx,Metallic Silver,Metallic Silver,,Metal,0.35,0.35,0.75,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Metallic Silver_05112017000000_3966624
2295945,AEP-SPAN,Dura Tech® mx,Zactique II,Zactique II,,Metal,0.35,0.35,0.75,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Zactique II_05112017000000_8080847
2295946,AEP-SPAN,Dura Tech® mx,Metallic Copper,Metallic Copper,,Metal,0.35,0.35,0.75,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Metallic Copper_05112017000000_7617674
2295947,AEP-SPAN,Dura Tech® 5000,Tahoe Blue,Tahoe Blue,,Metal,0.25,0.25,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Tahoe Blue_05112017000000_9046995
2295948,AEP-SPAN,Dura Tech® 5000,Regal Blue,Regal Blue,,Metal,0.25,0.25,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Regal Blue_05112017000000_3471029
2295949,AEP-SPAN,Dura Tech® 5000,Old Town Gray,Old Town Gray,,Metal,0.35,0.35,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Old Town Gray_05112017000000_2659379
2295950,AEP-SPAN,Dura Tech® 5000,Zinc Gray,Zinc Gray,,Metal,0.35,0.35,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Zinc Gray_05112017000000_3841986
2295951,AEP-SPAN,Dura Tech® 5000,Marine Green,Marine Green,,Metal,0.32,0.32,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Marine Green_05112017000000_9107269
2295952,AEP-SPAN,Dura Tech® 5000,Forest Green,Forest Green,,Metal,0.25,0.25,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Forest Green_05112017000000_9046606
2295953,AEP-SPAN,Dura Tech® 5000,Jade Green,Jade Green,,Metal,0.25,0.25,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Jade Green_05112017000000_9942852
2295954,AEP-SPAN,Dura Tech® 5000,Leaf Green,Leaf Green,,Metal,0.25,0.25,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Leaf Green_05112017000000_1623297
2295955,AEP-SPAN,Dura Tech® 5000,Colonial Red,Colonial Red,,Metal,0.25,0.25,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Colonial Red_05112017000000_7461823
2295956,AEP-SPAN,Dura Tech® 5000,Cool Red,Cool Red,,Metal,0.25,0.25,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Cool Red_05112017000000_6347270
2295957,AEP-SPAN,Dura Tech® 5000,Dark Bronze,Dark Bronze,,Metal,0.25,0.25,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Dark Bronze_05112017000000_5044091
2295958,AEP-SPAN,Dura Tech® 5000,Weathered Copper,Weathered Copper,,Metal,0.32,0.32,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Weathered Copper_05112017000000_6076156
2295959,AEP-SPAN,Dura Tech® 5000,Sierra Tan,Sierra Tan,,Metal,0.45,0.45,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Sierra Tan_05112017000000_3474958
2295960,AEP-SPAN,Dura Tech® 5000,Terra Cotta,Terra Cotta,,Metal,0.35,0.35,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Terra Cotta_05112017000000_9213703
2295961,AEP-SPAN,Dura Tech® mx,Metallic Champagne,Metallic Champagne,,Metal,0.35,0.35,0.75,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Metallic Champagne_05112017000000_4265600
2295962,AEP-SPAN,Dura Tech® 5000,Matte Black,Matte Black,,Metal,0.25,0.25,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Matte Black_05112017000000_1793417
2295963,AEP-SPAN,Dura Tech® 5000,Parchment,Parchment,,Metal,0.45,0.45,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Parchment_05112017000000_7339789
2295964,AEP-SPAN,Dura Tech® 5000,Hemlock Green,Hemlock Green,,Metal,0.32,0.32,0.83,No,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Hemlock Green_05112017000000_2829540
2295965,AEP-SPAN,Dura Tech® 5000,Regal White,Regal White,,Metal,0.7,0.7,0.83,Yes,Yes,No,25,03/01/2010,02/23/2017,United States,ES_28247_Regal White_05112017000000_3378208
2325542,AEP-SPAN,ASC Building Products [Dura Tech xl (SMP)],Cascade Gray,Cascade Gray,"N/A,N/A,N/A",Metal,0.35,0.35,0.83,Yes,Yes,No,25,08/14/2018,09/06/2018,"United States, Canada",ES_28247_Cascade Gray_1231201700000_2520491
2325544,AEP-SPAN,AEP Span [Dura Tech 5000 (PVDF)],Midnight Bronze,Midnight Bronze,"N/A,N/A,N/A",Metal,0.25,0.25,0.83,Yes,Yes,No,30,08/14/2018,08/16/2018,"United States, Canada",ES_28247_Midnight Bronze_1231201700000_9516889
2325545,AEP-SPAN,AEP Span [Dura Tech 5000 (PVDF)],Sage Green,Sage Green,"N/A,N/A,N/A",Metal,0.35,0.35,0.83,Yes,Yes,No,30,08/14/2018,08/16/2018,"United States, Canada",ES_28247_Sage Green_1231201700000_4632141
2325546,AEP-SPAN,AEP Span [Dura Tech 5000 (PVDF)],Slate Gray,Slate Gray,"N/A,N/A,N/A",Metal,0.25,0.25,0.83,Yes,Yes,No,30,08/14/2018,08/16/2018,"United States, Canada",ES_28247_Slate Gray_1231201700000_6390070
2325547,AEP-SPAN,AEP Span [Dura Tech mx (PVDF)],Silversmith,Silversmith,"N/A,N/A,N/A",Metal,0.35,0.35,0.75,Yes,Yes,No,30,08/14/2018,08/16/2018,"United States, Canada",ES_28247_Metallic Silversmith_1231201700000_1650781
2325548,AEP-SPAN,AEP Span [Dura Tech 5000 (PVDF)],Pebble,Pebble,"N/A,N/A,N/A",Metal,0.32,0.32,0.83,Yes,Yes,No,30,08/14/2018,09/06/2018,"United States, Canada",ES_28247_Pebble_1231201700000_7347149
2325549,AEP-SPAN,ASC Building Products [Dura Tech xl (SMP)],Olive,Olive,"N/A,N/A,N/A",Metal,0.32,0.32,0.83,Yes,Yes,No,25,08/14/2018,09/06/2018,"United States, Canada",ES_28247_Olive_1231201700000_1085681
2325550,AEP-SPAN,ASC Building Products [Dura Tech xl (SMP)],Patina Steel,Patina Steel,"N/A,N/A,N/A",Metal,0.32,0.32,0.83,Yes,Yes,No,25,08/14/2018,09/06/2018,"United States, Canada",ES_28247_Patina Steel_1231201700000_2673502
2248047,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Brick Red,KR3Y37779,,Coating,0.3,0.25,0.83,No,Yes,No,35,01/01/2005,09/16/2015,"United States, Canada",ES_1019374_9162015000000_0006784
2248153,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Terra Cotta,KR3Y37792,,Coating,0.35,0.35,0.83,No,Yes,No,35,01/01/2005,09/17/2015,"United States, Canada",ES_1019374_9172015000000_0006785
2248155,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Regal Red,KR3Y37790,,Coating,0.38,0.35,0.84,No,Yes,No,35,01/01/2005,09/17/2015,"United States, Canada",ES_1019374_9172015000000_0006786
2248222,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Sandstone,KH3Y37783,,Coating,0.58,0.58,0.84,No,Yes,No,35,01/01/2005,09/18/2015,"United States, Canada",ES_1019374_9182015000000_0006787
2248243,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Tan,KT3Y41726,,Coating,0.55,0.45,0.84,No,Yes,No,35,01/01/2005,09/21/2015,"United States, Canada",ES_1019374_9212015000000_0006788
2248244,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Royal Blue,KL3Y37777,,Coating,0.25,0.25,0.83,No,Yes,No,35,01/01/2005,09/21/2015,"United States, Canada",ES_1019374_9212015000000_0006789
2248245,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Slate Blue,KL3Y37780,,Coating,0.32,0.32,0.83,No,Yes,No,35,01/01/2005,09/21/2015,"United States, Canada",ES_1019374_9212015000000_0006790
2248249,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Cool Black,KB3Y41691,,Coating,0.25,0.24,0.83,No,Yes,No,35,01/01/2005,09/21/2015,"United States, Canada",ES_1019374_9212015000000_0006796
2297493,AkzoNobel,CERAM-A-STAR&reg; 950,WHITE,SW3G23789,,Coating,0.55,0.54,0.83,No,Yes,No,30,01/16/1998,06/13/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6132017000000_0008685
2297494,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,RED,KR3R28974,,Coating,0.35,0.35,0.83,No,Yes,No,35,11/09/1998,06/13/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6132017000000_0008692
2297495,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Copper Penny,KM2Y49352,,Coating,0.35,0.35,0.75,No,Yes,No,35,12/01/2009,06/12/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1122435_6122017000000_0008907
2297496,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,GREEN,XG3Y49022,,Coating,0.25,0.25,0.83,No,Yes,No,40,06/27/2009,06/13/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6132017000000_0008693
2297497,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,GREEN,XG3Y48824,,Coating,0.25,0.25,0.83,No,Yes,No,40,05/19/2009,06/13/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6132017000000_0008694
2297498,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,CHARCOAL,XA3Y48842,,Coating,0.25,0.25,0.83,No,Yes,No,40,05/19/2009,06/13/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6132017000000_0008695
2297499,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,GRAY,XA3Y48845,,Coating,0.35,0.35,0.83,No,Yes,No,40,05/19/2009,06/13/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6132017000000_0008696
2297587,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,RED,XR3Y48853,,Coating,0.35,0.25,0.83,No,Yes,No,40,05/19/2009,06/15/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6152017000000_0008697
2297588,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,GREEN,XG3Y48977,,Coating,0.25,0.25,0.83,No,Yes,No,40,06/19/2009,06/15/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6152017000000_0008698
2297593,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,CHARCOAL,XA3Y49021,,Coating,0.25,0.25,0.83,No,Yes,No,40,06/27/2009,06/15/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6152017000000_0008699
2297653,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,DARK BROWN,XN3Y44657,,Coating,0.25,0.25,0.83,No,Yes,No,40,10/08/2009,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008808
2297654,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Brown,XN3Y46782,,Coating,0.26,0.25,0.83,No,Yes,No,40,07/09/2008,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008814
2297655,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bronze,XS3Y44960,,Coating,0.25,0.25,0.83,No,Yes,No,40,11/28/2007,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008826
2297659,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BLACK,KB3Y50926,,Coating,0.25,0.24,0.83,No,Yes,No,35,07/03/2003,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008707
2297660,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,RED,KR1Y48452,,Coating,0.25,0.25,0.83,No,Yes,No,35,03/06/2009,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008749
2297661,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,RED,KR3Y50315,,Coating,0.25,0.25,0.83,No,Yes,No,35,03/23/2010,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008763
2297662,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BURGUNDY,KR3Y50320,,Coating,0.25,0.25,0.83,No,Yes,No,35,03/23/2010,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008764
2297663,AkzoNobel,TRINAR&reg;,WHITE,KW3R19235,,Coating,0.55,0.58,0.83,No,Yes,No,35,01/12/1998,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008682
2297664,AkzoNobel,TRINAR&reg;,RED,KR1R29333,,Coating,0.25,0.25,0.83,No,Yes,No,35,04/01/2002,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008785
2297665,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,WHITE,KW3Y50924,,Coating,0.55,0.58,0.83,No,Yes,No,35,07/03/2003,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008706
2297666,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,ALMOND,KH1Y48440,,Coating,0.55,0.58,0.83,Yes,Yes,No,35,03/05/2009,06/16/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6162017000000_0008748
2297719,AkzoNobel,TRINAR&reg;,WHITE,KW3R31524,,Coating,0.55,0.58,0.83,No,Yes,No,35,02/14/2000,06/19/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6192017000000_0008765
2297720,AkzoNobel,TRINAR&reg;,White,KW3R49491,,Coating,0.55,0.58,0.83,No,Yes,No,35,01/05/2010,06/19/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6192017000000_0008818
2297799,AkzoNobel,TRINAR&reg;,TAN,KT3R16484,,Coating,0.45,0.45,0.83,No,Yes,No,35,04/18/2000,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008675
2297800,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BEIGE,KH1Y48435,,Coating,0.45,0.45,0.83,No,Yes,No,35,03/05/2009,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008734
2297802,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BLUE,XL3Y40720,,Coating,0.32,0.32,0.83,No,Yes,No,35,08/03/2005,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008754
2297803,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BLUE,KL1Y49342,,Coating,0.25,0.25,0.83,No,Yes,No,35,11/13/2009,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008782
2297804,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BLUE,KL3Y50922,,Coating,0.32,0.32,0.83,No,Yes,No,35,07/03/2003,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008705
2297805,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BROWN,KN3Y50316,,Coating,0.25,0.25,0.83,No,Yes,No,35,03/23/2010,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008762
2297806,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BRONZE,XS3Y41686,,Coating,0.25,0.25,0.83,No,Yes,No,35,12/12/2005,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008774
2297807,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BRONZE,KS1Y49550,,Coating,0.25,0.25,0.83,No,Yes,No,35,10/23/2009,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008786
2297808,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,GREEN,XG3Y49024,,Coating,0.25,0.25,0.83,No,Yes,No,40,06/27/2009,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008700
2297809,AkzoNobel,CERAM-A-STAR&reg; 1050,GREEN,XG3Y49077,,Coating,0.32,0.32,0.83,No,Yes,No,40,07/09/2009,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008701
2297810,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,GREEN,KG3Y50920,,Coating,0.25,0.25,0.83,No,Yes,No,35,07/03/2003,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008703
2297811,AkzoNobel,CERAM-A-STAR&reg; COOL CHEMISTRY&reg;,WHITE,XW3Y44384,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/26/2007,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008714
2297812,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Charcoal,XA3Y43416,,Coating,0.25,0.25,0.83,No,Yes,No,40,11/06/2006,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008909
2297813,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Emerald Green,XG3Y43418,,Coating,0.32,0.32,0.83,No,Yes,No,40,11/06/2006,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008910
2297814,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Forest Green,XG3Y43427,,Coating,0.25,0.25,0.83,No,Yes,No,40,11/06/2006,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008914
2297815,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Stealth Black,XB3Y43414,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008917
2297816,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,AGED COPPER (GREEN),KG3R34133,,Coating,0.32,0.32,0.83,No,Yes,No,35,02/13/2002,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008719
2297817,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,WHITE,KW3R32721,,Coating,0.65,0.66,0.83,Yes,Yes,No,35,04/20/2006,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008716
2297818,AkzoNobel,TRINAR&reg;,WHITE,KW3R35562,,Coating,0.65,0.66,0.83,Yes,Yes,No,35,04/16/2003,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008733
2297819,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,WHITE,XW3Y41139,,Coating,0.65,0.66,0.83,Yes,Yes,No,35,12/22/2005,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008775
2297917,AkzoNobel,TRINAR&reg;,WHITE,KW3R32718,,Coating,0.65,0.66,0.83,Yes,Yes,No,35,03/13/2002,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008715
2297918,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Polar White,XW3Y43426,,Coating,0.65,0.64,0.83,Yes,Yes,No,40,11/06/2006,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008906
2297919,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Old Town Gray,XA3Y44382,,Coating,0.35,0.35,0.83,No,Yes,No,40,02/27/2007,06/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202017000000_0008908
2297920,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,GREY,KA3R32732,,Coating,0.35,0.35,0.83,No,Yes,No,35,01/06/2002,06/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212017000000_0008718
2297921,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BRIGHT WHITE,XW3Y48852,,Coating,0.7,0.7,0.83,Yes,Yes,No,35,07/01/2010,06/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212017000000_0008726
2297922,AkzoNobel,TRINAR&reg;,CHAMPAGNE,KM2R34129,,Coating,0.35,0.35,0.83,No,Yes,No,35,08/02/2002,06/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212017000000_0008728
2297923,AkzoNobel,TRINAR&reg;,GRAY,KA1R32538,,Coating,0.35,0.35,0.83,No,Yes,No,35,04/27/2001,06/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212017000000_0008777
2297924,AkzoNobel,TRINAR&reg;,Brown,KA3Y44169,,Coating,0.25,0.25,0.83,No,Yes,No,35,10/01/2005,06/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212017000000_0008828
2297925,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,CHARCOAL,KA3Y50317,,Coating,0.25,0.25,0.83,No,Yes,No,35,03/23/2010,06/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212017000000_0008759
2297926,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,GREEN,KG1Y49341,,Coating,0.25,0.25,0.83,No,Yes,No,35,09/04/2009,06/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212017000000_0008727
2297927,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,CHARCOAL,KA1Y38194,,Coating,0.25,0.25,0.83,No,Yes,No,35,10/20/2009,06/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212017000000_0008778
2297928,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,GREEN,KG1Y48431,,Coating,0.25,0.25,0.83,No,Yes,No,35,03/05/2009,06/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212017000000_0008747
