ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Product Form Factor,Number of glass doors,Number of solid doors,Total Number of Doors,Door Opening Orientation,Number of Internal Ports and/or Access Holes,Number of Drawers or Shelves,Defrost Type,Refrigerant Type,Refrigerant Type Other,Total Volume (cubic feet),Average Test Cabinet  (ºC),Peak Temperature Variance (ºC),Lab Grade Refrigerator or Freezer Energy Consumption (kWh/day),Ultra-Low Temperature Freezer Energy Consumption (kWh/day/cu-ft),Steady State Energy Consumption (kWh/day),Maximum Daily Energy Allowance (kWh/day),Depth (in),Height,Width,Installed Accessories,Date Available on Market,Date Qualified,Markets,ENERGY STAR Model Identifier
2327327,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0404-LH,ABT-HC-UCBI-0404-LH,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 75",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0404-LH_10112018174943_0183550
2327328,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0404G,ABT-HC-UCBI-0404G,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 76",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0404G_10112018175125_0285409
2327329,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0404G-ADA,ABT-HC-UCBI-0404G-ADA,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 78",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0404G-ADA_10112018175346_0426766
2327330,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0404G-ADA-LH,ABT-HC-UCBI-0404G-ADA-LH,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 79",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0404G-ADA-LH_10112018175432_0472544
2327331,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0404G-LH,ABT-HC-UCBI-0404G-LH,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 77",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0404G-LH_10112018175210_0330269
2327332,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0404SS,ABT-HC-UCBI-0404SS,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 80",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0404SS_10112018175528_0528917
2327333,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0404SS-LH,ABT-HC-UCBI-0404SS-LH,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 81",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0404SS-LH_10112018175604_0564230
2327334,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0404,PH-ABT-HC-UCBI-0404,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 82",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-ABT-HC-UCBI-0404_10112018175654_0614220
2327335,Standex Scientific Solutions,American BioTech Supply,PH-ABT-HC-UCBI-0404-LH,PH-ABT-HC-UCBI-0404-LH,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 83",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-ABT-HC-UCBI-0404-LH_10112018175752_0672161
2327336,Standex Scientific Solutions,American BioTech Supply,PH-ABT-HC-UCBI-0404G,PH-ABT-HC-UCBI-0404G,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 84",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-ABT-HC-UCBI-0404G_10112018175844_0724422
2327344,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-R-0404-G-P,HS-HC-UND-R-0404-G-P,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 92",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-R-0404-G-P_10112018183228_2748239
2327345,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-R-0404-G-P-ADA,HS-HC-UND-R-0404-G-P-ADA,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 94",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-R-0404-G-P-ADA_10112018183515_2915211
2327346,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-R-0404-G-P-LH,HS-HC-UND-R-0404-G-P-LH,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 93",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-R-0404-G-P-LH_10112018183334_2814553
2327347,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-R-0404-S-P-LH,HS-HC-UND-R-0404-S-P-LH,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 91",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-R-0404-S-P-LH_10112018183106_2666695
